X,Y,OBJECTID,PARCELID,PROPERTY_UNIT,WARDID,PLANNINGCOMMUNITYID,NEIGHBOURHOOD_ASSOCIATIONID,ADDRESS,APPLICATION_NO,STATUS,APPLICANT,PROPERTY_OWNER,FOLDERRSN,FOLDERYEAR,FOLDERNAME,FOLDERTYPE,SUBTYPE,PRIMARY_PROPERTY,ISSUED_BY,DESCRIPTION,COMBINED_APPLICATION,INDATE,PUBLIC_STATUS_UPDATE,PSI_MTG_DATE,DSD_MTG_DATE,NHBD_MTG_DATE,NHBD_SA_MTG_DATE,COUNCIL_MEETING_DATE,DRAFT_APPROVAL_DATE,REGIONAL_APPROVAL_DATE,REMOVAL_DATE,FINAL_DATE,HIGHLIGHT_APP,EXISTING_OPA_LANDUSE,PROPOSED_OPA_LANDUSE,EXISTING_ZONING,PROPOSED_ZONING,EXISTING_LANDUSE,PROPOSED_LANDUSE,PROP_MAX_RES_UNITS_INCIR,PROP_MAX_RES_UNITS_DA,PROPOSED_COMMERCIAL_HA,PROPOSED_INSTITUTIONAL_HA,PROPOSED_PARKLAND_HA,PROP_SIZE_HA,CONTACT_EMAIL,CONTACT_PHONE,CONTACT_TTY,PUBLIC_STATUS_DESC,AMANDA_STATUS_DESC,IMAGE_DESCR,IMAGE_LINK,THUMBNAIL_LINK,SORTID,GlobalID
545802.2115,4808683.7827,178,50031447,1009363,2,35,7746,2934  KING ST E,ZBA23/009/K/ES,Closed,EVANS PLANNING,2748244 ONTARIO INC,681459,23,2934 KING ST E,Zoning By-Law Amendment,Combined,1009363,"Eric Schneider, MCIP, RPP","To add Site Specific Provision (382) to the subject lands to permit; a maximum Floor Space Ratio (FSR) for all uses of 2.6, a maximum building height be 45 metres and 11 storeys, a maximum parking rate for dwelling units is 1.65 parking spaces per dwelling, a minimum front yard setback (King Street East) of 0 metres for a portion of the building that is less than 12 metres in building height, a minimum rear yard setback (Centreville Street) of 3.5 metres for a portion of the building that is less than 12 metres in building height, a minimum exterior yard setback (Morgan Avenue) of 2.5 metres for a portion of the building that is less than 12 metres in building height, a minimum interior yard setback of 1.8 metres for a portion of the building that is less than 12 metres in building height, and a prohibition of geothermal energy systems on site.",Official Plan Amendment Application OPA23/005/K/ES,2023/05/10 00:00:00+00,"This application has been adopted by Kitchener City Council agenda on November 6, 2023. If you have any questions or require further clarification regarding appeals, please see https://olt.gov.on.ca/ or connect with the listed City Planning Contact. If you wish to be notified of the decision of the City of Kitchener with respect to these applications, you must make a written request to City Clerk, Legislative Services, 200 King Street West, P.O. Box 1118, Kitchener, Ontario, N2G 4G7.",10/30/2023,,08/24/2023,,11/06/2023,,,20250214,2024/02/14 00:00:00+00,No,The lands are within an ‘Urban Corridor’ in the Urban Structure and designated ‘Commercial’ in the City of Kitchener Official Plan.,,"The subject lands are currently zoned General Commercial (COM-2) in Zoning By-law
2019-051.",,Commercial plaza,"Mixed use building - The proposed redevelopment would replace and provide more than twice the existing commercial floor space (585 square metres existing, 1217 square metres proposed) as well as adding 77 dwelling units above the commercial floors.",,,,,,,Eric.Schneider@kitchener.ca,519-741-2426,1-866-969-9994,Closed,Closed,Status:This application has received final approval and is closed,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusApproved.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_681459.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_681459.pdf,2ad6a72c-c392-4a4b-843a-707b151071dd
541283.3166,4810519.3877,179,50023348,1023021,9,4,7749,93  BENTON ST,ZBA23/012/B/ES,Under Appeal,MHBC PLANNING,1000249553 ONTARIO INC,683143,23,93-99 BENTON ST/39-43 ST GEORGE ST,Zoning By-Law Amendment,Combined,1023021,"Eric Schneider, MCIP, RPP","Proposing site specific regulations to address reduced side, front & rear yards, a maximum building height of 39.3 metres, a reduction in parking from 1.25 to 0.5 spaces per unit, a reduction in visitor parking from 20% to 0%, an increase in FSR from 2.0 to 5.3, and a reduction in the minimum landscaped area from 10% to 0%. C/R OPA23/008/B/ES",,2023/05/05 00:00:00+00,"This application has been appealed to the Ontario Land Tribunal by the applicant. 
If you have any questions or require further clarification regarding appeals, please see https://olt.gov.on.ca/ or connect with the listed City Planning Contact. 

",12/04/2023,,08/29/2023,,01/22/2024,,,,,No,,,,,,,,,,,,,Eric.Schneider@kitchener.ca,519-741-2426,1-866-969-9994,Under Appeal,Under Appeal,Status:This application is under appeal,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusAppealed.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_683143.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_683143.pdf,f2d34177-c94e-4556-86d3-1c369ba71153
540462.5193,4807254.5271,180,50015466,1060499,6,27,8006,15  LAURENTIAN DR,OPA24/003/L/AP,Adopted,GSP GROUP INC.,K-W CHRISTIAN SCHOOL SOCIETY,702338,24,15 LAURENTIAN DR,Official Plan Amendment,Combined,1060499,"Andrew Pinnell, MCIP, RPP","Cross-reference ZBA24/003/L/AP.  The City of Kitchener has received applications requesting an Official Plan Amendment and a Zoning By-law Amendment to redesignate the subject property, addressed as 15 Laurentian Drive, from “Low Rise Residential” to “Institutional” in the Official Plan and to rezone the property from Low Rise Residential Two Zone “RES-2” to Neighbourhood Institutional Zone “INS-1”. The property is proposed to be redesignated and rezoned to permit future expansion options for the school located at 11 Laurentian Drive.  The lands may be used for an expansion of the existing surface parking area or to accommodate additional outdoor play space for students.",ZBA24/003/L/AP,2024/01/10 00:00:00+00,This application has been approved by the Region of Waterloo and the file is now closed.,04/22/2024,,01/30/2024,,04/29/2024,,07/03/2024,,,No,Low Rise Residential,Institutional,,,Single Detached Dwelling,To permit future expansion options for the school located at 11 Laurentian Drive,,,,,,0.0522,Andrew.Pinnell@kitchener.ca,519-741-2426,1-866-969-9994,Adopted,Adopted,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_702338.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_702338.pdf,60cf8fbd-b06e-49e5-b4c1-cf99630abe70
541829.9766,4810889.5418,181,50023812,1001469,10,1,7905,83  WEBER ST E,ZBA23/022/W/CD,Closed,MHBC PLANNING,BRIGADE HOLDINGS CORPORATION,687675,23,83 WEBER ST E,Zoning By-Law Amendment,Combined,1046129,"Craig Dumart, MCIP, RPP","The purpose of the Zoning By-law Amendment is to establish site specific provisions to permit the proposed development under the existing Commercial Residential (D-5) zoning. Site specific provisions include: reduced front and rear yard setbacks, reduced parking requirement, reduced width of parking aisle, and increased Floor Space Ratio. C/R OPA23/012/W/CD",,2023/07/17 00:00:00+00,Approved,10/02/2023,,08/03/2023,,10/16/2023,,,20250214,2024/02/14 00:00:00+00,No,,,,,,,,,,,,,Craig.Dumart@kitchener.ca,519-741-2426,1-866-969-9994,Closed,Closed,Status:This application has received final approval and is closed,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusApproved.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_687675.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_687675.pdf,4a9c0556-27e0-4ec1-b28c-0dcfdd1d73d9
540857.8992,4805731.0752,182,50022421,1022850,6,54,7743,1198  FISCHER HALLMAN RD,ZBA23/024/F/TS,Closed,MHBC PLANNING,2821889 ONTARIO INC,687795,23,1198 FISCHER HALLMAN RD,Zoning By-Law Amendment,Combined,1022850,"Tim Seyler, MCIP, RPP","Requesting a Zoning By-law Amendment to permit a mixed use development, containing 2 residential towers (14 & 22 storeys in height) consisting of 373 residential units and commercial units on the ground floor. Amending the Zoning By-law to Mixed Use Two (MIX-2) from Residential Six (R-6). ",Yes,2023/07/18 00:00:00+00,This application is approved and the file is now closed.,10/30/2023,,09/07/2023,,11/06/2023,,,20250214,2024/02/14 00:00:00+00,No,Mixed Use Two,,R-6,,Single Detached Dwelling,Mixed Use,,,,,,,Tim.Seyler@kitchener.ca,519-741-2426,1-866-969-9994,Closed,Closed,Status:This application has received final approval and is closed,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusApproved.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_687795.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_687795.pdf,8c9e7231-d68b-46c5-ade0-2475e55ccdc4
541983.1088,4810734.6146,183,50061784,1010680,10,3,7905,206  DUKE ST E,ZBA23/017/D/CD,Closed,MHBC PLANNING,THE KNOSSOS HOUSING CORPORATION OF,684728,23,206-210 DUKE ST E/46-50 MADISON AVE N,Zoning By-Law Amendment,Removal of Holding Provision,1026629,"Craig Dumart, MCIP, RPP",To remove Holding Provision 95H.,,2023/06/12 00:00:00+00,Approved.,08/14/2023,,,,08/28/2023,,,20241227,2023/12/27 00:00:00+00,No,,,,,,,,,,,,,Craig.Dumart@kitchener.ca,519-741-2426,1-866-969-9994,Closed,Closed,Status:This application has received final approval and is closed,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusApproved.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_684728.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_No_Documents.pdf,121e3e6e-55f3-4028-849d-49992662cea8
540277.9942,4806014.8292,184,55085851,40256030,5,28,7754,265  COTTON GRASS ST,OPA22/015/C/KA,Adopted,GSP GROUP INC,SCHLEGEL URBAN DEVELOPMENTS CORP,670770,22,265 COTTON GRASS ST,Official Plan Amendment,Combined,40256030,"Katie Anderl, MCIP, RPP",Proposing to add a site-specific policy to permit a multiple dwelling whereas the applicable Commercial land use designation only permits dwelling units if they are located above ground floor commercial uses C/R ZBA22/026/C/KA,ZBA22/026/C/KA,2022/12/12 00:00:00+00,This application is approved and the file is now closed.,04/03/2023,,01/31/2023,,04/17/2023,,05/31/2023,,,No,Commercial,Commercial ,,,vacant commercial,multiple residential,,,,,,,Katie.Anderl@kitchener.ca,519-741-2426,1-866-969-9994,Adopted,Adopted,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_670770.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_670770.pdf,1b34fa58-2b79-4cfb-bb15-2357a08782fb
542857.5406,4810187.8316,185,50025632,1009750,10,3,7905,20  OTTAWA ST N,ZBA24/027/O/BB,Under Review,ZEHR GROUP,20 OTTAWA GP INC,729819,24,20 OTTAWA ST N,Zoning By-Law Amendment,Removal of Holding Provision,1009750,"Brian Bateman, MCIP, RPP",The Director of Housing and Development Approvals will consider an application for a Zoning By-law Amendment to lift Holding Provision 92H in Zoning By-law 2019-051 affecting the subject lands. The requirements for the removal of 92H have been fulfilled with the approval of a Stationary Noise Study and acknowledgement of a Record of Site Condition by the Region of Waterloo. ,,2024/10/09 00:00:00+00,,,,,,,,,,,,,,,,,,,,,,,,Brian.Bateman@kitchener.ca,519-741-2426,1-866-969-9994,Under Review,Under Review,Status is Step 1:Notice of development sent and feedback requested,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep1.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_Image_Coming_Soon.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_No_Documents.pdf,796ab12c-975e-46da-9110-ce56447b75f0
543240.5342,4814338.8911,186,50037122,1016967,1,31,0,67  NELSON AVE,ZBA24/012/N/AP,Recommendation,MHBC PLANNING LTD.,2415274 ONTARIO INC,716270,24,67 NELSON AVE,Zoning By-Law Amendment,Removal of Holding Provision,1016967,"Andrew Pinnell, MCIP, RPP",The City of Kitchener has received a Zoning By-law Amendment Application to remove the holding provision related to 67 & 71 Nelson Avenue. Holding Provision (45H) prohibits all land uses until a Stationary Noise Study has been completed and implementation measures have been addressed to the satisfaction of the Regional Municipality of Waterloo. Removing the holding provision would allow the owner to proceed with a Site Plan Application to develop the property with low rise residential uses under the current zoning.,No,2024/05/29 00:00:00+00,This application is approved and the file is now closed.,06/19/2024,,,,06/19/2024,,,,,No,Low Rise Residential,,RES-4 (365)(45H),,Single Detached Dwelling (2 units),Single Detached Dwelling (23 units),,,,,,,Andrew.Pinnell@kitchener.ca,519-741-2426,1-866-969-9994,Recommendation,Recommendation,Status is Step 3:Staff consolidating feedback and preparing recommendation,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep3.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_716270.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_No_Documents.pdf,edfbdd26-0bbb-4cf5-b951-794dde54f9ba
538701.8904,4804682.7283,187,50060554,1023045,5,54,7754,1801  BLEAMS RD,30T-18201,Draft Approved,SGL PLANNING & DESIGN INC,KITCHENER GREEN DEVELOPMENTS INC,517827,18,Mattamy North Plan SA,Subdivision Approval,Mixed Use,1072786,"Garett Stevenson, MCIP, RPP","A mixed-use community with up to 3572 dwelling units, a large three hectare neighbourhood park and three Urban Greens, two school blocks, two mixed-use blocks, five multiple dwelling blocks, two storm water management ponds, as well as open space, walkway, and road widenings blocks. a Bleams Road and Essex Road.
",,2018/08/10 00:00:00+00,The plan has been draft approved.,08/08/2022,,,,,08/22/2022,,,,No,,,,,,,,,0,5.73,4.72,96.35,Garett.Stevenson@kitchener.ca,519-741-2426,1-866-969-9994,Draft Approved,Draft Approved,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_517827.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_517827.pdf,98938924-4a13-456b-82ac-bdc45bc04e3a
540698.2741,4811165.3019,188,50062233,1043679,9,1,7905,417  KING ST W,OPA23/007/K/CD,Recommendation,MHBC PLANNING,,682573,23,417 KING ST W,Official Plan Amendment,Combined,1043679,"Craig Dumart, MCIP, RPP","ADD MULIPLE RES AS A PERMITTED USE. INCREASE FSR TO 21. REDUSE RES AND COMM PARKING RATES, ESTABLISH MIN REQUIREMENT FOR FUTURE EV PARKING AND BIKE SPACES. C/R ZBA23/011/K/CD",,2023/05/23 00:00:00+00,"Councill Approved the proposed amendments on MONDAY, December 11, 2023.
To view the staff report, agenda, and find meeting details, please visit www.kitchener.ca/meetings.",10/30/2023,,07/11/2023,,12/11/2023,,,,,No,,,,,,,,,,,,,Craig.Dumart@kitchener.ca,519-741-2426,1-866-969-9994,Recommendation,Recommendation,Status is Step 3:Staff consolidating feedback and preparing recommendation,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep3.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_682573.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_682573.pdf,fdbe6cf0-c288-4bb4-8dfb-0018c96f8cae
542079.8988,4810361.7208,189,50026367,1008451,9,3,7750,332  CHARLES ST E,ZBA23/016/C/CD,Closed,MHBC PLANNING,332 CHARLES GP INC,684722,23,332 CHARLES ST E,Zoning By-Law Amendment,Combined,1008451,"Craig Dumart, MCIP, RPP",to allow for a  27 storey mixed use development ,,2023/06/12 00:00:00+00,Approved,09/18/2023,,07/20/2023,,09/25/2023,,,20250214,2024/02/14 00:00:00+00,No,,,,,,,,,,,,,Craig.Dumart@kitchener.ca,519-741-2426,1-866-969-9994,Closed,Closed,Status:This application has received final approval and is closed,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusApproved.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_684722.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_684722.pdf,c2840634-832f-4f2b-8dbb-da1e3bb27b65
535878.784,4807688.7053,190,50021396,1015318,7,29,0,1593  HIGHLAND RD W,OPA20/001/H/AP,Under Appeal,IBI GROUP,"LJM DEVELOPMENTS (KITCHENER) INC, LJM DEVELOPMENTS (KITCHENER) INC",582516,20,1593 HIGHLAND RD W,Official Plan Amendment,Combined,1076636,"Andrew Pinnell, MCIP, RPP","The Official Plan (OP) and Zoning By-law (ZBL) currently state that only commercial-type uses are permitted on the above properties; residential uses are not permitted.  The owner is requesting to change the OP and ZBL to permit up to 403 residential dwelling units within buildings containing commercial uses. Additional commercial uses are requested.  The owner is also requesting to reduce front, side yard, and rear yard setbacks, increase lot coverage, and reduce parking requirements.  If approved, these applications could lead to the redevelopment of the lots with a mixed-use development consisting of a 13-storey building and 16-storey building, with a total of 403 dwelling units, 1,052 square metres (11,324 sq.ft.) of ground floor commercial space, and 2 levels of underground parking.",ZBA20/004/H/AP,2020/03/09 00:00:00+00,This application was appealed to the Ontario Land Tribunal in August 2020.  This application is now with the Ontario Land Tribunal for decision.,,,,,,,,,,,Commercial,Adding a Specific Policy Area,,,Single Detached Dwellings (Legal Non Conforming),Mixed Use (Commercial and High Density Residential),,,,,,0.81,Andrew.Pinnell@kitchener.ca,519-741-2426,1-866-969-9994,Under Appeal,Under Appeal,Status:This application is under appeal,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusAppealed.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_582516.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_582516.pdf,fd1f8494-76c8-45a0-92e7-3c39d5fae552
543593.5097,4809664.2865,191,50017360,1009344,10,15,7904,1668  KING ST E,OPA21/008/K/CD,Recommendation,MHBC PLANNING,2806399 ONTARIO INC,633209,21,1668 KING ST E,Official Plan Amendment,Combined,1009344,"Craig Dumart, MCIP, RPP","The property owner of 1668 King Street East is proposing an Official Plan Amendment and Zoning By-law Amendment to allow a mixed use development for two , 23 storey buildings , consisting of 616 residential units, 204 square metres of commercial space with an increased Floor Space Ratio of 7.2 rather than 4.0, reduced rear yard setback of 12.0 metres rather than 14.0 metres, and reduced on-site parking to permit parking at a rate of 0.7  spaces per unit for Multiple Dwelling Units greater than 51.0 sqare metres in size, rather than 1.0 spaces per unit.",yes  ZBA21/013/K/CD,2021/09/02 00:00:00+00,"Council Approved the application September 26, 2022. ",09/12/2022,,10/21/2021,,09/26/2022,,,,,No,"Mixed Use Corridor with Special Policy 1
",Mixed Use Corridor with Special Policy,,,commercial,mixed use development,,,,,,0.7,Craig.Dumart@kitchener.ca,519-741-2426,1-866-969-9994,Recommendation,Recommendation,Status is Step 3:Staff consolidating feedback and preparing recommendation,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep3.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_633209.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_633209.pdf,3cb87bbb-fd08-48f6-ba0d-9f6370b0b959
540308.7549,4810853.0577,192,50006661,1017923,9,8,7731,130  VICTORIA ST S,OPA22/004/V/KA,Adopted,IBI GROUP,1936026 ONTARIO INC,648052,22,130-142 VICTORIA ST S,Official Plan Amendment,Combined,1017923,"Katie Anderl, MCIP, RPP",The applicant is requesting a new Site Specific Policy be added to the current Mixed Use designation to permit a maximum FSR of 12.73 in order to permit the site to be developed with a 25 storey mixed use building which includes 249 dwelling units and 4 retail units on the ground floor.  (C/R ZBA22/006/V/KA).,ZBA22/006/V/KA,2022/04/04 00:00:00+00,This application is closed.,09/18/2023,,07/18/2022,,09/25/2023,,02/07/2024,,,No,Mixed Use,Mixed Use ,,,residential and commercial,mixed use,,,,,,0.178,Katie.Anderl@kitchener.ca,519-741-2426,1-866-969-9994,Adopted,Adopted,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_648052.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_648052.pdf,d7c38c98-1b3c-45b9-b395-a96e339429cc
541723.8542,4810718.5898,193,50023862,1072177,10,1,7905,276  KING ST E,OPA20/006/K/AP,Recommendation,GSP GROUP INC.,276 KING EAST INC,600803,20,276 KING ST E,Official Plan Amendment,Combined,1072177,"Andrew Pinnell, MCIP, RPP","The application proposes changes the Official Plan and Zoning By-law  in order to redevelop the property with a 7-storey mixed-use building. The ground floor would be for commercial use, while the upper six storeys would be for residential use. The application also requests to not require any parking for the residential use (note that the current zoning does not require parking for the commercial use).",ZBA20/015/K/AP,2020/10/29 00:00:00+00,"This application was approved by the Region on July 27, 2022 as OPA 16.  The file is now closed.",06/13/2022,,04/28/2021,,06/20/2022,,07/04/2022,,,No,Market District,Market District with Site Specific Policy Area,,,Vacant / Commercial,Mixed Use,,,,,,0.04,Andrew.Pinnell@kitchener.ca,519-741-2426,1-866-969-9994,Recommendation,Recommendation,Status is Step 3:Staff consolidating feedback and preparing recommendation,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep3.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_600803.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_600803.pdf,dcd03c88-4956-4785-bd30-65f5240c41d7
540172.9753,4810717.184,194,50006487,1017928,9,8,7731,97  PARK ST,OPA23/003/V/CD,Adopted,,2564292 ONTARIO INC,677489,23,97-101 PARK ST & 186-194 VICTORIA ST S,Official Plan Amendment,Combined,1025353,"Craig Dumart, MCIP, RPP","The City of Kitchener has received applications for an Official Plan Amendment and Zoning By-law Amendment from 1928393 ONTARIO INC, the property owner of 97-101 Park Street and 186, 190, 192, 194 and 200 Victoria Street South who is proposing an Official Plan Amendment to add a Special Policy Area to the Victoria Street Secondary Plan to allow for a Floor Space Ratio (FSR) of 7.7 and proposing a Zoning By-law Amendment to Zoning By-law 85-1 to change the zoning of the subject lands to High Intensity Mixed Use Corridor (MU-3) with a Special Regulation Provision to permit a floor space ratio of 7.7; to allow for a reduction in parking to 0.8 parking spaces per dwelling unit with 10% visitor parking being provided; To permit a Rear Yard (rail) setback of 7.5 metres, whereas the Zoning By-Law requires a minimum of 15 metres; and to permit a Maximum Side Yard Abutting a Street of 32 metres, whereas the Zoning By-Law requires 10 metres. The proposed amendments will allow for the development of a 42 storey mixed use building with 436 residential units and three ground floor commercial units. A total of 353 vehicle parking spaces and 296 bicycle parking spaces are proposed for the development.",Yes,2023/03/31 00:00:00+00,This application was been approved.,06/05/2023,,04/27/2023,,06/26/2023,,10/10/2024,,,No,,,,,,,,,,,,,Craig.Dumart@kitchener.ca,519-741-2426,1-866-969-9994,Adopted,Adopted,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_677489.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_677489.pdf,af856b77-5263-4130-942e-04f3a0d0392c
546238.8096,4808856.6291,195,50041854,1012720,2,35,7746,32  WINDOM RD,OPA23/021/W/ES,Adopted,UP CONSULTING LTD.,"JACKMAN PROPERTY HOLDING INC, WINDOM KW INC",698855,23,32 WINDOM RD,Official Plan Amendment,Combined,1012720,"Eric Schneider, MCIP, RPP",The applicant is proposing a site-specific policy area to permit a maximum Floor Space Ratio (FSR) of 1.4 and a maximum building height of 15.1 metres.,ZBA23/037/W/ES,2023/11/20 00:00:00+00,"This application has been approved by Kitchener City Council agenda on February 26, 2024. If you have any questions or require further clarification regarding appeals, please see https://olt.gov.on.ca/ or connect with the listed City Planning Contact. If you wish to be notified of the decision of the City of Kitchener with respect to these applications, you must make a written request to City Clerk, Legislative Services, 200 King Street West, P.O. Box 1118, Kitchener, Ontario, N2G 4G7.",02/26/2024,,12/12/2023,,02/26/2024,,04/15/2024,,,No,Low Rise Residential ,Low Rise Residential,,,Multiple Dwelling,Multiple Dwelling,,,,,,,Eric.Schneider@kitchener.ca,519-741-2426,1-866-969-9994,Adopted,Adopted,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_698855.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_698855.pdf,fbd6fab5-4945-4f52-b6c3-1a58fe9fd561
545305.854,4809346.2598,196,50031207,1014956,2,24,7746,142  FERGUS AVE,ZBA22/002/F/BB,Issue Review,GSP GROUP INC.,"2467491 ONTARIO INC, 2467491 ONTARIO INC",643104,22,142 FERGUS AVE,Zoning By-Law Amendment,Combined,1014956,"Brian Bateman, MCIP, RPP","The purpose of the proposed Zoning Bylaw Amendment is to rezone the Site to the RES-6 Zone with a Site-Specific regulations to permit a maximum FSR of 2.3, reduced side yard and rear yard setbacks, and a reduced vehicular parking rate.",OPA,2022/01/19 00:00:00+00,Zoning By-law 2023-021 is now in effect.,02/13/2023,,05/25/2022,,02/27/2023,,,,,No,LRR,,RES-4,,res.,res.,,,,,,,Brian.Bateman@kitchener.ca,519-741-2426,1-866-969-9994,Issue Review,Issue Review,Status is Step 3:Staff consolidating feedback and preparing recommendation,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep3.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_643104.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_643104.pdf,d73dd0db-8e2a-4f9e-948f-9fe893bd5722
538274.7536,4805340.8246,197,50043076,1023043,5,28,7754,2150  BLEAMS RD,ZBA23/030/B/BB,Recommendation,GSP GROUP INC,ROMANIAN ORTHODOX PARISH,690906,23,2150 BLEAMS RD,Zoning By-Law Amendment,Combined,1023043,"Brian Bateman, MCIP, RPP",A ZBA for implementation of OPA23/018/B/BB.,Yes,2023/08/22 00:00:00+00,Council has approved the By-law and is now in force and effect.  ,12/04/2023,,09/26/2023,,12/11/2023,,,,,No,,,,,,,,,,,,,Brian.Bateman@kitchener.ca,519-741-2426,1-866-969-9994,Recommendation,Recommendation,Status is Step 3:Staff consolidating feedback and preparing recommendation,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep3.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_690906.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_690906.pdf,618eb937-9662-4589-a835-8ccac98a882e
